RID,Age,Gender,Region,BrandA_awareness,BrandA_usage,BrandA_affinity,BrandA_uniqueness,BrandA_dynamism,BrandB_awareness,BrandB_usage,BrandB_affinity,BrandB_uniqueness,BrandB_dynamism,BrandC_awareness,BrandC_usage,BrandC_affinity,BrandC_uniqueness,BrandC_dynamism
60,53,Female,North,1,1,3,3,2,0,0,3,4,5,1,1,3,5,1
61,57,Female,North,0,0,1,2,5,1,1,4,1,3,1,1,1,4,2
62,21,Male,North,1,1,4,2,5,0,0,2,4,4,0,0,1,2,5
63,19,Male,West,1,0,2,3,2,1,0,5,3,1,1,0,2,3,2
64,23,Female,West,0,0,1,4,3,1,0,1,2,2,1,1,3,3,1
65,59,Female,West,1,0,4,2,1,1,0,5,5,5,0,0,4,1,3
66,21,Female,South,1,0,4,1,5,1,0,1,5,3,1,1,5,3,5
67,46,Female,North,1,0,2,3,1,1,1,5,1,4,1,1,1,5,4
68,35,Female,East,0,0,2,2,4,0,0,3,1,4,1,0,3,2,3
69,43,Male,South,0,0,2,4,1,1,0,2,5,1,0,0,3,4,5
70,61,Male,West,0,0,1,2,2,0,0,3,1,5,0,0,2,4,1
71,51,Male,North,1,0,5,5,1,1,1,2,2,1,1,0,5,5,1
72,27,Female,South,1,0,2,1,1,1,0,4,3,2,0,0,1,3,3
73,53,Male,North,0,0,5,3,1,1,1,1,3,2,1,0,4,2,5
74,31,Female,South,1,0,1,5,3,1,0,1,4,2,0,0,2,3,4
75,48,Female,East,1,0,5,4,3,1,0,4,2,4,1,1,1,1,4
76,65,Female,South,0,0,3,5,4,1,0,5,1,5,0,0,1,3,2
77,32,Male,South,1,0,5,5,2,0,0,4,1,1,0,0,3,1,3
78,25,Female,South,1,0,2,4,1,1,1,4,4,1,1,0,5,4,5
79,31,Male,South,0,0,1,5,1,1,0,2,4,2,0,0,4,2,3
80,40,Female,West,0,0,2,3,1,1,0,4,1,5,1,0,5,1,4
81,57,Male,West,1,0,3,2,1,1,1,1,1,5,1,0,3,3,5
82,38,Male,West,1,1,2,5,3,0,0,3,2,3,1,0,4,3,1
83,33,Female,West,1,1,2,3,4,1,0,2,4,5,1,0,4,4,1
84,62,Male,South,1,1,2,2,5,1,1,2,2,5,0,0,2,5,5
85,35,Male,East,0,0,4,2,2,0,0,5,1,1,0,0,4,5,3
86,64,Female,South,0,0,3,5,1,0,0,3,5,5,1,1,1,3,3
87,41,Female,South,1,1,2,3,4,1,0,2,5,5,1,1,5,5,1
88,43,Female,West,0,0,2,5,5,1,1,4,1,1,1,0,5,2,1
89,42,Female,North,0,0,2,4,4,1,0,2,4,5,1,0,2,5,4
90,62,Female,West,1,0,1,2,3,1,1,2,5,1,1,0,4,2,5
91,58,Male,South,1,0,4,5,5,1,0,2,4,3,0,0,3,3,3
92,46,Male,East,1,1,1,2,4,0,0,5,5,4,1,1,1,3,4
93,32,Male,East,1,1,4,3,3,1,0,2,4,1,1,1,2,3,3
94,62,Female,West,0,0,2,1,4,0,0,2,5,1,1,1,4,4,1
95,18,Female,East,1,0,3,5,4,1,0,5,4,5,1,1,3,5,5
96,42,Male,East,0,0,5,5,5,1,1,3,2,1,1,0,4,1,2
97,24,Male,North,1,0,5,2,3,1,1,1,4,2,0,0,2,1,5
98,26,Female,East,1,1,2,3,1,1,0,5,2,2,1,0,3,3,2
99,41,Male,North,1,0,1,4,2,1,0,5,2,3,1,0,3,5,4
100,18,Female,East,1,0,3,3,5,0,0,2,1,1,1,1,3,2,2
101,61,Female,East,1,0,4,5,3,1,0,2,2,5,0,0,3,1,2
102,25,Female,East,0,0,2,4,4,0,0,1,3,5,0,0,4,3,4
103,41,Male,North,1,0,3,3,3,1,1,2,2,4,1,0,3,1,5
104,28,Female,North,1,1,3,1,2,1,1,4,4,3,1,0,4,1,4
105,34,Female,East,0,0,4,2,2,1,0,2,2,5,1,0,3,1,1
106,25,Female,North,1,0,3,3,1,1,0,2,4,4,1,0,3,3,1
107,52,Female,North,1,0,1,3,1,1,1,4,4,5,1,0,2,3,2
108,52,Female,North,0,0,1,1,2,0,0,1,3,4,1,1,4,4,4
109,50,Female,West,1,0,1,5,5,1,1,4,2,2,1,0,4,4,4
110,22,Male,East,1,1,3,2,5,1,0,5,2,2,1,1,5,4,4
111,59,Female,South,1,1,1,3,4,1,0,4,5,5,0,0,2,1,5
112,56,Female,South,1,1,4,4,1,1,0,3,5,3,0,0,4,5,3
113,58,Male,South,1,0,3,3,4,1,1,5,1,1,1,1,2,3,3
114,45,Female,West,1,1,5,2,1,1,0,2,4,3,1,0,2,4,3
115,24,Female,East,1,0,3,3,2,0,0,5,3,3,0,0,2,5,5
116,26,Female,North,0,0,4,1,5,1,0,1,5,1,0,0,1,4,4
117,25,Male,North,1,0,5,3,5,1,0,1,2,2,1,0,4,4,3
118,29,Male,North,1,0,3,3,2,1,1,4,1,2,0,0,2,5,4
119,51,Female,East,0,0,1,4,4,1,0,5,3,1,1,1,1,4,2
120,50,Female,West,1,0,2,1,4,0,0,2,2,4,1,0,1,1,3
121,65,Male,South,1,0,2,1,3,0,0,1,2,3,0,0,3,1,2
122,40,Female,North,0,0,1,3,1,0,0,2,4,5,1,0,3,1,5
123,41,Female,North,1,0,2,4,4,1,0,3,4,2,0,0,4,2,1
124,54,Female,West,1,0,2,3,2,0,0,1,5,5,1,1,3,4,5
125,52,Female,South,1,0,1,3,4,1,1,4,5,1,0,0,4,2,5
126,61,Male,West,0,0,1,2,5,1,0,3,2,5,0,0,1,3,5
127,57,Male,East,0,0,3,2,1,1,0,5,2,5,0,0,1,5,3
128,39,Male,South,1,0,3,4,3,1,0,2,5,3,0,0,4,3,2
129,44,Female,North,1,0,1,5,1,0,0,1,5,1,0,0,3,2,3
130,52,Male,North,0,0,4,2,5,0,0,3,2,5,1,0,3,1,1
131,18,Male,East,1,1,2,5,5,1,1,3,3,2,1,1,4,4,5
132,52,Male,West,0,0,3,1,5,0,0,1,2,1,1,0,5,4,4
133,54,Female,East,1,0,2,2,5,1,1,5,3,2,1,1,3,1,1
134,64,Female,East,1,0,5,2,2,1,0,5,3,4,1,0,2,4,2
135,31,Male,North,1,0,1,4,3,1,1,4,2,5,1,0,3,5,1
136,20,Male,West,0,0,4,5,5,0,0,5,1,1,1,0,5,5,3
137,18,Female,West,1,1,5,2,5,1,0,4,5,2,1,0,1,5,4
138,22,Male,South,0,0,5,2,4,0,0,3,4,5,1,1,1,3,3
139,43,Male,West,1,0,5,4,3,1,0,1,2,3,1,0,1,1,5
140,31,Male,East,1,1,1,4,1,1,1,5,3,2,1,1,3,5,5
141,56,Male,East,0,0,3,5,3,1,0,4,2,2,1,1,1,2,1
142,44,Male,East,0,0,1,1,3,1,1,3,5,4,1,0,5,5,5
143,26,Female,West,1,0,3,1,3,1,1,5,3,3,1,1,5,3,5
144,32,Male,East,1,0,5,3,5,1,1,2,4,4,1,0,3,2,2
145,32,Female,North,1,1,5,2,5,1,1,3,4,3,1,1,2,1,2
146,43,Male,South,0,0,4,5,2,0,0,5,4,2,1,1,3,1,3
147,59,Female,West,1,1,3,2,1,1,1,3,1,4,1,1,1,5,3
148,30,Female,North,1,1,5,5,4,1,0,1,3,5,0,0,3,2,2
149,49,Male,South,1,0,2,5,3,0,0,1,3,3,0,0,5,2,1
150,56,Female,South,1,0,4,5,1,0,0,1,1,2,1,0,3,5,2
151,49,Male,South,1,0,1,2,1,0,0,2,3,1,1,0,3,5,3
152,21,Female,East,1,0,4,4,2,0,0,1,1,3,0,0,2,4,4
153,47,Male,West,1,0,2,2,4,1,1,2,2,3,1,1,5,4,5
154,54,Male,North,1,1,3,5,3,1,1,1,5,5,1,0,4,5,4
155,40,Male,North,1,1,1,3,4,1,0,3,4,3,1,0,4,3,4
156,56,Female,North,0,0,1,1,2,1,0,5,1,3,0,0,5,4,5
157,62,Female,West,1,1,3,5,5,1,0,5,1,5,0,0,4,5,2
158,32,Female,East,1,0,4,3,1,0,0,1,1,5,1,0,1,2,1
159,60,Male,South,1,0,5,4,3,1,0,5,2,4,1,0,4,4,4
160,46,Female,West,0,0,4,5,5,1,1,1,1,2,1,1,1,3,1
161,53,Male,West,0,0,2,3,2,1,1,1,5,2,1,0,5,1,3
162,30,Female,West,1,1,5,5,4,1,0,4,5,4,1,0,4,2,4
163,49,Male,West,0,0,4,2,1,1,0,4,4,2,0,0,4,3,3
164,24,Male,South,1,0,3,3,3,0,0,4,2,3,1,0,1,3,2
165,39,Male,West,0,0,2,2,5,1,0,2,5,4,1,1,1,3,4
166,45,Male,South,0,0,2,2,5,0,0,4,3,4,1,1,3,2,3
167,19,Female,West,0,0,2,3,1,1,0,1,3,2,1,1,2,3,3
168,59,Male,East,0,0,5,1,4,1,0,3,3,1,1,0,4,1,2
169,62,Female,West,1,1,1,3,2,0,0,4,1,2,1,0,2,4,1
170,23,Male,East,0,0,5,1,4,1,1,4,1,1,1,1,2,2,1
171,45,Female,North,1,0,4,5,4,0,0,3,3,4,1,1,4,3,4
172,45,Male,East,1,0,1,5,4,1,0,1,4,1,1,0,1,5,2
173,61,Male,West,1,0,4,3,1,1,0,2,4,3,0,0,3,4,4
174,61,Female,West,1,0,1,5,1,1,0,4,1,5,1,0,5,2,1
175,37,Male,North,1,0,5,4,2,0,0,3,3,1,0,0,4,5,2
176,47,Male,North,1,1,2,2,4,1,1,1,4,5,0,0,4,5,5
177,28,Female,North,0,0,3,2,1,1,0,5,1,3,1,0,5,3,2
178,45,Female,East,1,0,2,1,2,1,1,2,3,5,0,0,2,2,2
179,42,Male,West,1,0,5,5,2,0,0,3,2,3,0,0,3,3,5
180,56,Male,North,1,0,1,1,4,1,1,3,3,5,1,0,2,1,3
181,50,Female,East,1,0,2,2,3,1,0,3,3,5,1,1,5,5,3
182,18,Male,West,1,1,5,2,4,0,0,4,5,2,1,1,5,1,3
183,44,Male,East,1,0,4,5,3,1,1,5,5,1,0,0,3,3,1
184,30,Male,East,1,0,3,4,2,1,1,2,2,5,0,0,5,4,2
185,58,Female,East,1,0,2,4,1,1,1,1,2,4,0,0,5,5,5
186,20,Female,East,0,0,1,5,5,1,0,1,3,2,1,0,3,4,1
187,56,Male,South,1,0,4,5,2,1,0,5,4,1,0,0,4,2,5
188,23,Male,East,0,0,5,1,1,1,1,3,2,2,1,0,2,5,1
189,25,Male,East,1,0,3,5,2,0,0,3,3,1,1,1,4,1,1
190,44,Female,West,1,1,1,4,4,1,0,3,1,3,0,0,4,4,1
191,26,Male,East,0,0,5,5,3,1,0,3,5,5,1,0,2,2,5
192,54,Male,West,0,0,5,1,2,1,0,3,4,4,1,1,4,5,4
193,50,Female,North,0,0,2,1,1,1,0,5,3,2,1,0,3,2,1
194,59,Male,South,1,1,2,1,4,1,0,4,1,2,0,0,2,1,3
195,61,Female,North,1,1,1,1,5,1,0,2,5,2,1,1,1,5,2
196,41,Male,North,1,1,5,3,4,1,1,3,1,2,1,0,4,2,4
197,32,Male,East,1,1,2,5,3,1,0,4,3,5,1,1,5,3,4
198,49,Male,West,1,0,3,2,4,1,0,1,2,1,0,0,2,5,5
199,49,Female,North,1,1,3,5,5,0,0,5,5,5,1,1,1,5,4
200,41,Female,South,1,0,5,3,1,0,0,4,1,3,1,0,5,5,5
201,58,Female,West,1,1,2,1,2,1,0,3,2,5,1,1,1,5,5
202,29,Male,North,1,0,1,3,3,1,1,3,4,5,1,1,4,3,3
203,56,Female,East,0,0,1,4,5,1,0,3,3,3,0,0,5,1,1
204,19,Male,East,1,1,1,4,3,0,0,4,3,5,0,0,4,3,4
205,20,Male,East,1,0,3,5,4,0,0,3,5,1,1,0,5,3,1
206,54,Female,North,0,0,2,5,3,0,0,4,1,4,0,0,2,2,1
207,34,Male,South,1,0,2,2,5,0,0,3,4,3,1,1,3,4,1
208,19,Male,West,0,0,3,2,2,0,0,1,5,2,0,0,3,4,5
209,19,Male,East,0,0,1,4,2,1,0,1,5,1,1,1,1,2,1
210,45,Male,North,1,0,1,1,3,1,0,2,1,4,1,0,5,3,4
211,40,Male,West,0,0,5,3,1,1,0,3,4,1,1,1,4,2,5
212,54,Female,North,1,0,4,2,3,1,1,3,1,1,1,0,2,5,4
213,49,Male,East,1,1,2,2,4,1,0,4,3,2,1,0,2,2,5
214,50,Female,North,0,0,2,1,2,0,0,4,2,4,1,0,2,2,2
215,18,Female,West,1,0,2,1,2,0,0,3,3,1,0,0,3,5,2
216,36,Male,South,0,0,4,5,2,1,1,2,3,2,1,1,4,4,2
217,19,Male,South,1,0,5,3,1,1,1,3,5,3,1,0,2,5,2
218,61,Male,North,1,0,4,1,1,1,1,4,3,2,0,0,2,1,5
219,43,Female,South,0,0,1,2,5,1,0,3,4,5,1,0,1,2,1
220,49,Male,West,0,0,1,2,3,1,1,4,3,2,0,0,5,2,3
221,23,Female,West,1,0,2,4,3,1,1,3,4,2,1,1,5,4,3
222,49,Male,South,1,1,3,1,4,1,1,5,1,2,0,0,5,3,2
223,21,Female,South,0,0,2,5,2,1,0,4,5,1,1,0,1,5,1
224,28,Male,East,1,0,3,3,1,1,0,2,4,4,0,0,3,3,4
225,34,Male,West,1,1,4,5,4,1,1,5,3,2,1,0,1,1,1
226,55,Female,East,1,0,1,2,4,0,0,3,5,2,1,1,2,5,4
227,41,Female,South,1,1,3,5,1,1,0,4,5,5,1,1,4,1,3
228,22,Male,South,1,1,4,2,3,1,1,5,4,5,1,1,2,1,1
229,51,Female,East,1,1,1,2,2,1,1,2,4,3,1,1,2,1,1
230,23,Female,North,1,0,3,2,3,1,1,4,2,3,0,0,4,5,3
231,39,Female,East,1,1,2,2,4,1,1,5,2,5,1,1,5,5,1
232,28,Female,South,0,0,2,2,2,1,0,5,5,4,0,0,1,4,4
233,65,Male,West,1,1,2,4,5,1,0,5,2,3,0,0,3,2,1
234,33,Male,North,1,0,4,5,4,1,0,1,3,4,1,0,2,3,4
235,50,Male,East,1,1,2,4,3,0,0,3,1,5,0,0,2,3,2
236,26,Female,South,1,1,5,4,3,1,0,4,5,3,1,1,3,1,1
237,23,Female,East,1,1,1,1,3,1,0,4,1,2,1,0,1,5,4
238,33,Male,North,1,0,4,1,1,0,0,4,2,5,1,0,2,5,3
239,46,Male,East,1,1,2,1,4,0,0,5,4,3,1,0,3,1,2
240,20,Female,East,1,0,1,3,2,1,1,3,5,4,1,0,2,2,1
241,37,Female,East,0,0,3,1,3,1,1,2,2,4,1,0,5,3,4
242,53,Female,East,1,0,2,5,3,1,1,4,3,3,1,1,5,4,1
243,36,Male,East,1,0,1,4,1,0,0,3,5,4,0,0,2,2,4
244,43,Male,West,0,0,5,5,2,1,1,3,5,3,1,1,2,5,1
245,20,Male,South,1,0,3,1,4,1,1,1,4,3,1,0,5,1,2
246,36,Female,West,1,0,5,3,5,0,0,4,5,4,1,0,2,3,2
247,37,Male,South,1,0,1,3,1,0,0,5,4,1,1,0,1,1,1
248,49,Female,North,0,0,5,4,4,1,1,3,2,2,1,1,1,5,1
249,24,Male,North,0,0,1,5,5,1,0,3,3,5,0,0,4,1,5
250,58,Female,South,1,1,1,2,3,1,0,2,3,2,0,0,1,3,1
251,50,Female,West,0,0,5,5,3,0,0,1,5,5,0,0,2,1,1
252,57,Female,East,1,0,1,1,2,1,0,3,5,5,0,0,2,3,2
253,56,Male,West,1,0,2,2,5,1,0,3,2,2,0,0,3,1,1
254,35,Male,East,0,0,1,3,3,0,0,5,4,3,1,0,1,1,3
255,57,Male,South,1,1,4,4,3,1,0,5,3,4,1,0,5,3,1
256,18,Female,North,1,1,1,4,2,1,0,2,4,1,1,0,5,1,5
257,28,Female,South,1,0,4,3,4,0,0,2,2,1,0,0,4,2,4
258,45,Female,South,1,0,1,1,3,1,0,2,3,1,1,1,3,4,2
259,42,Female,North,1,0,1,3,1,1,1,5,3,2,1,1,5,2,3
260,40,Female,North,1,1,5,1,1,1,1,5,1,2,1,0,4,4,4
261,48,Male,East,1,1,2,2,4,0,0,1,2,3,1,1,1,2,3
262,47,Female,East,1,0,2,3,5,0,0,4,2,1,1,0,3,4,2
263,59,Male,West,1,0,3,1,2,1,0,4,1,3,1,0,3,1,5
264,52,Male,West,1,1,5,2,1,1,0,1,4,1,1,0,2,3,2
265,24,Female,East,1,1,5,3,1,0,0,4,1,2,0,0,1,3,3
266,33,Male,South,1,0,2,4,4,0,0,5,2,4,1,0,3,5,3
267,43,Male,East,0,0,5,3,5,0,0,4,4,4,0,0,4,4,2
268,65,Female,West,1,0,2,5,5,1,0,5,3,4,1,1,5,5,1
269,19,Male,North,0,0,5,3,4,1,0,1,1,4,1,0,1,5,2
270,18,Female,South,1,0,1,5,1,1,0,2,4,5,0,0,1,4,5
271,65,Male,West,1,0,2,2,2,0,0,1,4,1,0,0,3,3,2
272,29,Male,South,1,0,2,3,1,1,1,4,4,4,0,0,3,4,4
273,22,Male,East,1,0,4,2,5,0,0,5,1,5,0,0,3,1,1
274,54,Male,East,1,1,5,2,1,1,0,4,3,5,0,0,4,5,4
275,49,Female,North,1,0,5,1,2,1,0,4,4,5,0,0,2,5,2
276,26,Male,South,1,0,2,2,3,1,0,2,1,3,0,0,3,4,1
277,58,Female,South,1,0,1,2,1,1,0,4,2,3,0,0,2,5,4
278,52,Male,North,1,0,1,3,4,0,0,2,1,5,1,0,2,3,4
279,36,Female,North,1,1,1,3,3,0,0,5,1,4,1,0,1,5,1
280,65,Female,West,0,0,5,4,4,1,1,5,1,1,0,0,5,4,1
281,33,Female,South,1,0,4,1,4,1,1,2,4,2,1,1,5,3,3
282,20,Male,East,1,1,2,2,4,1,0,1,1,3,1,1,4,3,1
283,37,Male,South,1,0,3,1,1,1,0,5,2,4,1,0,4,5,2
284,41,Male,West,0,0,4,5,5,1,1,1,4,4,0,0,5,4,5
285,50,Female,South,1,0,3,2,3,0,0,5,2,2,1,1,5,5,3
286,41,Male,South,0,0,4,1,2,0,0,5,5,2,1,0,1,1,1
287,28,Female,West,1,0,1,4,5,1,1,3,1,4,1,0,1,1,5
288,25,Female,West,1,0,5,4,1,0,0,4,4,2,1,0,5,3,3
289,53,Male,North,1,1,3,2,4,1,0,4,4,4,1,1,3,5,2
290,55,Female,West,0,0,4,5,2,0,0,1,1,2,1,0,3,1,5
291,57,Male,South,1,0,5,4,3,1,0,4,3,2,1,1,1,2,1
292,37,Male,South,1,0,3,4,5,1,0,1,3,4,1,0,2,1,1
293,52,Female,North,1,1,2,5,5,0,0,5,2,5,1,0,5,5,2
294,65,Female,North,1,1,4,1,2,0,0,3,1,4,1,0,4,5,3
295,42,Female,East,0,0,2,4,1,1,0,3,1,1,0,0,3,1,5
296,52,Male,South,1,0,1,3,3,1,0,5,5,2,1,1,2,5,2
297,42,Male,South,1,0,2,4,2,0,0,2,3,3,0,0,3,5,3
298,46,Female,East,1,1,2,1,4,1,1,2,3,2,1,0,2,2,4
299,35,Female,West,0,0,4,1,3,0,0,4,1,1,1,1,5,3,4
300,63,Female,North,1,0,1,2,5,1,1,1,2,3,0,0,5,5,3
301,35,Male,East,1,1,2,3,2,1,1,3,1,3,1,0,5,4,1
302,19,Female,North,1,0,5,1,5,0,0,4,2,4,0,0,1,3,1
303,52,Male,West,0,0,3,5,5,1,0,5,3,5,1,0,2,3,4
304,33,Male,East,1,0,2,3,5,1,0,3,5,4,0,0,4,4,1
305,58,Female,West,0,0,1,3,1,0,0,1,4,3,1,0,4,1,1
306,53,Male,North,1,0,2,5,5,1,1,1,3,3,1,1,5,2,3
307,50,Female,North,0,0,3,4,4,0,0,2,2,5,1,0,4,5,3
308,21,Male,South,1,0,1,5,4,0,0,4,1,2,1,1,3,1,1
309,50,Male,South,1,0,4,5,3,0,0,5,3,5,0,0,2,4,3
310,31,Female,North,1,1,1,4,5,1,0,3,5,4,1,0,2,2,5
311,38,Female,West,0,0,4,4,5,0,0,1,2,2,0,0,2,2,4
312,65,Female,North,1,0,1,4,2,1,0,3,1,4,0,0,3,2,5
313,37,Female,South,1,0,3,4,1,1,0,5,4,5,0,0,1,4,5
314,25,Female,West,1,0,3,4,3,1,0,3,2,2,1,0,3,1,1
315,24,Female,South,1,0,1,5,5,1,0,4,1,5,1,0,2,5,1
316,20,Female,West,0,0,2,2,2,1,0,2,4,1,0,0,2,2,5
317,34,Male,North,1,1,3,2,1,1,1,3,1,3,0,0,2,2,5
318,50,Female,South,0,0,4,1,3,1,0,2,4,2,0,0,4,1,2
319,65,Male,North,1,0,4,2,3,0,0,5,4,3,1,0,1,2,2
320,29,Female,North,0,0,5,2,5,1,1,2,4,1,1,1,3,2,4
321,39,Female,West,1,1,4,5,3,0,0,3,1,2,0,0,2,4,5
322,39,Male,North,1,0,5,4,2,1,0,3,4,3,1,0,5,3,3
323,63,Female,East,1,1,1,4,3,1,1,1,2,3,1,0,1,1,2
324,47,Female,South,1,0,1,5,4,0,0,3,5,2,1,0,5,1,1
325,55,Male,South,1,1,1,2,2,0,0,2,5,3,1,0,1,1,5
326,55,Female,West,1,1,2,5,1,1,1,1,4,3,1,0,2,4,3
327,62,Female,North,0,0,2,1,1,1,0,3,5,2,1,1,1,4,3
328,25,Male,East,1,0,5,4,5,1,0,3,5,3,1,1,1,5,3
329,44,Female,West,0,0,4,3,5,1,0,5,4,3,0,0,2,4,1
330,44,Male,East,1,0,4,1,4,0,0,1,4,4,1,1,5,1,2
331,51,Female,West,1,1,1,1,1,0,0,5,2,4,1,0,5,5,3
332,38,Female,North,1,1,3,5,1,1,1,5,3,1,0,0,4,3,2
333,47,Female,South,0,0,2,2,1,1,0,5,1,4,0,0,5,2,4
334,50,Male,South,1,1,2,4,1,1,0,4,4,4,1,0,5,2,1
335,45,Female,East,1,0,1,3,3,0,0,5,4,1,1,0,1,5,2
336,64,Female,West,1,0,2,1,2,1,1,2,5,3,1,0,4,3,2
337,50,Male,South,1,1,1,3,2,1,0,3,2,3,1,0,2,2,3
338,22,Female,East,1,0,5,2,4,1,1,4,5,4,1,0,2,5,3
339,65,Male,North,0,0,4,2,3,1,1,5,4,1,0,0,3,4,1
340,36,Female,East,1,0,3,3,1,1,0,3,4,3,1,1,4,1,2
341,21,Male,South,1,0,4,4,1,1,0,1,5,5,1,0,1,3,5
342,52,Male,West,0,0,4,2,5,0,0,1,4,2,0,0,3,2,3
343,34,Male,East,0,0,5,3,5,0,0,3,3,2,0,0,3,1,3
344,61,Female,South,0,0,2,1,4,1,0,2,1,2,0,0,2,5,4
345,45,Male,North,1,1,3,3,1,1,1,3,1,4,1,0,5,2,1
346,47,Female,North,1,1,2,3,4,1,1,3,1,2,1,0,1,1,2
347,46,Male,North,0,0,4,5,3,1,1,4,3,2,1,0,4,4,2
348,63,Male,South,1,0,1,2,2,1,1,1,4,5,1,0,3,3,2
349,23,Female,West,0,0,4,4,1,1,1,1,5,3,0,0,1,5,3
350,52,Female,East,1,0,2,4,3,0,0,5,2,5,1,1,2,2,1
351,58,Male,East,0,0,4,5,1,0,0,3,4,4,1,1,3,4,2
